Segment,label1,label2,label3,label4,label5,label6,label7,label8,label9,label10,label11
341,IC,,,,,,,,,,
346,TT,,,,,,,,,,
365,TT,,,,,,,,,,
372,IC,,,,,,,,,,
394,FS,,,,,,,,,,
397,SS,,,,,,,,,,
398,SS,,,,,,,,,,
411,SC,,,,,,,,,,
440,TT,,,,,,,,,,
451,TT,,,,,,,,,,
475,TT,,,,,,,,,,
492,SC,,,,,,,,,,
506,SC,,,,,,,,,,
507,SC,,,,,,,,,,
527,SS,,,,,,,,,,
530,SC,,,,,,,,,,
531,SC,,,,,,,,,,
532,SC,,,,,,,,,,
536,SS,,,,,,,,,,
545,IC,,,,,,,,,,
554,TT,,,,,,,,,,
566,TT,,,,,,,,,,
575,TT,,,,,,,,,,
586,TT,,,,,,,,,,
617,FS,,,,,,,,,,
619,TT,,,,,,,,,,
629,TT,,,,,,,,,,
632,TT,,,,,,,,,,
647,TT,,,,,,,,,,
657,TT,,,,,,,,,,
661,TT,,,,,,,,,,
678,SS,,,,,,,,,,
692,SC,,,,,,,,,,
706,TT,,,,,,,,,,
707,TT,,,,,,,,,,
732,FS,,,,,,,,,,
743,SC,,,,,,,,,,
744,FS,,,,,,,,,,
757,SO,,,,,,,,,,
762,TT,,,,,,,,,,
782,TT,,,,,,,,,,
787,TT,,,,,,,,,,
792,SS,,,,,,,,,,
826,SC,,,,,,,,,,
832,SS,,,,,,,,,,
833,SC,,,,,,,,,,
834,SC,,,,,,,,,,
842,ST,,,,,,,,,,
843,ST,,,,,,,,,,
854,SC,,,,,,,,,,
855,SC,,,,,,,,,,
856,SC,,,,,,,,,,
857,SC,,,,,,,,,,
859,IC,,,,,,,,,,
860,SC,,,,,,,,,,
861,SC,,,,,,,,,,
863,TT,,,,,,,,,,
869,SS,,,,,,,,,,
893,SS,,,,,,,,,,
895,ST,,,,,,,,,,
912,SO,,,,,,,,,,
996,SC,,,,,,,,,,
1000,FS,,,,,,,,,,
1002,SC,,,,,,,,,,
1005,IC,,,,,,,,,,
1007,SS,,,,,,,,,,
1013,SC,,,,,,,,,,
1036,SC,,,,,,,,,,
1040,SC,,,,,,,,,,
1097,SC,,,,,,,,,,
1106,SS,,,,,,,,,,
1118,TT,,,,,,,,,,
1119,TT,,,,,,,,,,
1133,SC,,,,,,,,,,
1136,SC,,,,,,,,,,
1139,SS,SC,,,,,,,,,
1169,SC,,,,,,,,,,
1171,SC,,,,,,,,,,
1178,SS,,,,,,,,,,
1196,SS,,,,,,,,,,
1217,IC,,,,,,,,,,
1245,FS,,,,,,,,,,
1279,SS,,,,,,,,,,
1282,TT,,,,,,,,,,
1305,FS,,,,,,,,,,
1306,FS,,,,,,,,,,
1307,FS,,,,,,,,,,
1312,FS,,,,,,,,,,
1316,FS,,,,,,,,,,
1321,FS,,,,,,,,,,
1355,SO,,,,,,,,,,
1412,SC,,,,,,,,,,
1416,SS,,,,,,,,,,
1425,SS,,,,,,,,,,
1429,SS,,,,,,,,,,
1445,SC,,,,,,,,,,
1469,TT,,,,,,,,,,
1472,IC,,,,,,,,,,
1478,IC,,,,,,,,,,
1482,SS,,,,,,,,,,
1501,SC,,,,,,,,,,
1523,SC,,,,,,,,,,
1531,ST,,,,,,,,,,
1532,ST,,,,,,,,,,
1538,SC,,,,,,,,,,
1554,SS,,,,,,,,,,
1651,TT,,,,,,,,,,
1665,SS,,,,,,,,,,
1670,IC,,,,,,,,,,
1679,IC,,,,,,,,,,
1686,SC,,,,,,,,,,
1716,SO,,,,,,,,,,
1717,SO,,,,,,,,,,
1718,SO,,,,,,,,,,
1790,IC,,,,,,,,,,
1795,SS,,,,,,,,,,
1799,SC,,,,,,,,,,
1800,SC,,,,,,,,,,
1817,IC,,,,,,,,,,
1825,SS,,,,,,,,,,
1831,TT,,,,,,,,,,
1834,SS,,,,,,,,,,
1861,IC,,,,,,,,,,
1866,SS,,,,,,,,,,
1925,IC,,,,,,,,,,
1934,SO,,,,,,,,,,
1943,SC,,,,,,,,,,
1945,SC,,,,,,,,,,
1946,SC,,,,,,,,,,
1951,SO,,,,,,,,,,
1952,SO,,,,,,,,,,
1953,SS,,,,,,,,,,
1959,ST,,,,,,,,,,
1977,SS,,,,,,,,,,
1978,SS,,,,,,,,,,
1985,SO,,,,,,,,,,
2024,TT,,,,,,,,,,
2035,SC,,,,,,,,,,
2058,SS,,,,,,,,,,
2079,SO,,,,,,,,,,
2090,SS,,,,,,,,,,
2115,SC,,,,,,,,,,
2167,SC,,,,,,,,,,
2168,SC,,,,,,,,,,
2194,SC,,,,,,,,,,
2195,SC,,,,,,,,,,
2197,SS,,,,,,,,,,
2200,CR,,,,,,,,,,
2202,CR,,,,,,,,,,
2222,SC,,,,,,,,,,
2245,SS,,,,,,,,,,
2247,SS,,,,,,,,,,
2252,SS,,,,,,,,,,
2255,SO,,,,,,,,,,
2256,SO,,,,,,,,,,
2261,TT,,,,,,,,,,
2262,TT,,,,,,,,,,
2283,TT,,,,,,,,,,
2302,TT,,,,,,,,,,
2315,SO,,,,,,,,,,
2317,SC,,,,,,,,,,
2322,ST,,,,,,,,,,
2325,SO,,,,,,,,,,
2349,SS,,,,,,,,,,
2353,SO,,,,,,,,,,
2405,IC,,,,,,,,,,
2406,IC,,,,,,,,,,
2409,SS,,,,,,,,,,
2413,IC,,,,,,,,,,
2414,IC,,,,,,,,,,
2415,IC,,,,,,,,,,
2418,SS,,,,,,,,,,
2423,IC,,,,,,,,,,
2434,ST,,,,,,,,,,
2459,TT,,,,,,,,,,
2493,SS,,,,,,,,,,
2544,IC,,,,,,,,,,
2558,SS,,,,,,,,,,
2570,IC,,,,,,,,,,
2579,IC,,,,,,,,,,
2585,CR,,,,,,,,,,
2632,SS,,,,,,,,,,
2641,ST,,,,,,,,,,
2642,ST,,,,,,,,,,
2652,SS,,,,,,,,,,
2659,ST,,,,,,,,,,
2703,SS,,,,,,,,,,
2811,SS,,,,,,,,,,
2841,SC,,,,,,,,,,
2847,CR,,,,,,,,,,
2848,CR,,,,,,,,,,
2853,FS,,,,,,,,,,
2868,SO,,,,,,,,,,
2874,SS,,,,,,,,,,
2895,SS,,,,,,,,,,
2969,SS,,,,,,,,,,
2995,FS,,,,,,,,,,
3026,ST,,,,,,,,,,
3027,ST,,,,,,,,,,
3030,SS,,,,,,,,,,
3038,ST,,,,,,,,,,
3039,ST,,,,,,,,,,
3133,SS,,,,,,,,,,
3176,SO,,,,,,,,,,
3186,IC,,,,,,,,,,
3201,ST,,,,,,,,,,
3202,ST,,,,,,,,,,
3205,ST,,,,,,,,,,
3206,ST,,,,,,,,,,
3216,SS,,,,,,,,,,
3226,SC,,,,,,,,,,
3227,SC,,,,,,,,,,
3253,SS,,,,,,,,,,
3264,SC,,,,,,,,,,
3266,SS,,,,,,,,,,
3268,SC,,,,,,,,,,
3269,SC,,,,,,,,,,
3277,CR,,,,,,,,,,
3295,CR,,,,,,,,,,
3296,CR,,,,,,,,,,
3297,CR,,,,,,,,,,
3335,ST,,,,,,,,,,
3336,ST,,,,,,,,,,
3402,SS,,,,,,,,,,
3420,SS,,,,,,,,,,
3429,CR,,,,,,,,,,
3430,CR,,,,,,,,,,
3438,SC,,,,,,,,,,
3439,SC,,,,,,,,,,
3446,SS,,,,,,,,,,
3447,ST,,,,,,,,,,
3448,ST,,,,,,,,,,
3450,SC,,,,,,,,,,
3463,ST,,,,,,,,,,
3464,ST,,,,,,,,,,
3469,SO,,,,,,,,,,
3473,ST,,,,,,,,,,
3492,SC,,,,,,,,,,
3493,SC,,,,,,,,,,
3494,SC,,,,,,,,,,
3507,ST,,,,,,,,,,
3508,ST,,,,,,,,,,
3509,ST,,,,,,,,,,
3510,SS,,,,,,,,,,
3512,ST,,,,,,,,,,
3513,ST,,,,,,,,,,
3520,CR,,,,,,,,,,
3528,IC,,,,,,,,,,
3529,IC,,,,,,,,,,
3530,SS,,,,,,,,,,
3531,SS,,,,,,,,,,
3570,SS,,,,,,,,,,
3573,IC,,,,,,,,,,
3623,SS,,,,,,,,,,
3634,ST,,,,,,,,,,
3635,ST,,,,,,,,,,
3642,ST,,,,,,,,,,
3643,ST,,,,,,,,,,
3669,ST,,,,,,,,,,
3670,ST,,,,,,,,,,
3691,SS,,,,,,,,,,
3722,IC,,,,,,,,,,
3736,SC,,,,,,,,,,
3737,SC,,,,,,,,,,
3739,CR,,,,,,,,,,
3741,SO,,,,,,,,,,
3743,SS,,,,,,,,,,
3763,SO,,,,,,,,,,
3804,SS,,,,,,,,,,
3810,SS,,,,,,,,,,
3814,ST,,,,,,,,,,
3836,CR,,,,,,,,,,
3837,CR,,,,,,,,,,
3841,SC,,,,,,,,,,
3870,SC,,,,,,,,,,
3875,ST,,,,,,,,,,
3876,ST,,,,,,,,,,
3877,SO,,,,,,,,,,
3881,ST,,,,,,,,,,
3882,CR,,,,,,,,,,
3893,SC,,,,,,,,,,
3894,SC,,,,,,,,,,
3896,SC,,,,,,,,,,
3908,SO,,,,,,,,,,
3909,SO,,,,,,,,,,
3916,ST,,,,,,,,,,
3932,CR,,,,,,,,,,
3933,CR,,,,,,,,,,
3940,IC,,,,,,,,,,
3941,IC,,,,,,,,,,
3972,CR,,,,,,,,,,
3992,SS,,,,,,,,,,
4001,CR,,,,,,,,,,
4003,CR,SS,,,,,,,,,
4005,CR,,,,,,,,,,
4006,CR,,,,,,,,,,
4013,SO,,,,,,,,,,
4014,SO,,,,,,,,,,
4015,IC,,,,,,,,,,
4027,SS,,,,,,,,,,
4031,IC,,,,,,,,,,
4069,IC,,,,,,,,,,
4083,SS,,,,,,,,,,
4094,SC,,,,,,,,,,
4095,SC,,,,,,,,,,
4121,TT,,,,,,,,,,
4122,TT,,,,,,,,,,
4123,TT,,,,,,,,,,
4177,FS,,,,,,,,,,
4180,SS,,,,,,,,,,
4196,SS,,,,,,,,,,
4243,FS,,,,,,,,,,
4293,SS,,,,,,,,,,
4364,SO,,,,,,,,,,
4366,SS,,,,,,,,,,
4434,IC,,,,,,,,,,
4437,SS,,,,,,,,,,
4461,IC,,,,,,,,,,
4466,SS,,,,,,,,,,
4547,FS,,,,,,,,,,
4568,SS,,,,,,,,,,
4608,SS,,,,,,,,,,
4625,SS,,,,,,,,,,
4694,FS,,,,,,,,,,
4707,SS,,,,,,,,,,
4719,SC,,,,,,,,,,
4724,SC,,,,,,,,,,
4728,FS,,,,,,,,,,
4729,FS,,,,,,,,,,
4803,IC,,,,,,,,,,
4848,IC,,,,,,,,,,
4858,ST,,,,,,,,,,
4869,SS,,,,,,,,,,
4881,SC,,,,,,,,,,
4884,SC,,,,,,,,,,
4939,IC,,,,,,,,,,
4981,CR,,,,,,,,,,
4982,CR,,,,,,,,,,
5035,ST,,,,,,,,,,
5036,SS,,,,,,,,,,
5047,SO,,,,,,,,,,
5111,IC,,,,,,,,,,
5112,IC,,,,,,,,,,
5135,IC,,,,,,,,,,
5200,SS,,,,,,,,,,
5201,ST,,,,,,,,,,
5202,ST,,,,,,,,,,
5285,SS,,,,,,,,,,
5435,SS,,,,,,,,,,
5513,IC,,,,,,,,,,
5514,IC,,,,,,,,,,
5515,IC,,,,,,,,,,
5520,CR,,,,,,,,,,
5523,SS,,,,,,,,,,
5584,SC,,,,,,,,,,
5587,SC,,,,,,,,,,
5621,SC,,,,,,,,,,
5624,SC,,,,,,,,,,
5663,IC,,,,,,,,,,
5700,SS,,,,,,,,,,
5701,ST,,,,,,,,,,
5749,SS,,,,,,,,,,
5769,SS,,,,,,,,,,
5785,CR,,,,,,,,,,
5786,CR,,,,,,,,,,
5836,CR,,,,,,,,,,
5839,SO,,,,,,,,,,
5840,SO,,,,,,,,,,
5841,CR,,,,,,,,,,
5842,CR,,,,,,,,,,
5844,CR,,,,,,,,,,
5845,CR,,,,,,,,,,
5847,CR,,,,,,,,,,
5848,CR,,,,,,,,,,
5855,ST,,,,,,,,,,
5856,ST,,,,,,,,,,
5883,CR,,,,,,,,,,
5916,SC,,,,,,,,,,
5922,SC,,,,,,,,,,
5923,SC,,,,,,,,,,
5988,SS,,,,,,,,,,
5989,SS,,,,,,,,,,
6021,SO,,,,,,,,,,
6025,SO,,,,,,,,,,
6056,TT,,,,,,,,,,
6107,SS,,,,,,,,,,
6110,SC,,,,,,,,,,
6111,SC,,,,,,,,,,
6112,SC,,,,,,,,,,
6115,SS,,,,,,,,,,
6133,ST,,,,,,,,,,
6134,ST,,,,,,,,,,
6135,ST,,,,,,,,,,
6136,FS,,,,,,,,,,
6137,FS,,,,,,,,,,
6152,ST,,,,,,,,,,
6159,IC,,,,,,,,,,
6181,CR,,,,,,,,,,
6182,CR,,,,,,,,,,
6183,CR,,,,,,,,,,
6228,IC,,,,,,,,,,
6229,CR,,,,,,,,,,
6230,CR,,,,,,,,,,
6231,SS,,,,,,,,,,
6237,CR,,,,,,,,,,
6238,CR,,,,,,,,,,
6286,SS,,,,,,,,,,
6293,CR,,,,,,,,,,
6294,CR,,,,,,,,,,
6303,IC,,,,,,,,,,
6307,IC,,,,,,,,,,
6308,IC,,,,,,,,,,
6310,FS,,,,,,,,,,
6338,IC,,,,,,,,,,
6339,IC,,,,,,,,,,
6399,IC,,,,,,,,,,
6417,FS,,,,,,,,,,
6438,TT,,,,,,,,,,
6445,SS,,,,,,,,,,
6481,SS,,,,,,,,,,
6492,CR,,,,,,,,,,
6495,TT,,,,,,,,,,
6497,TT,,,,,,,,,,
6509,FS,,,,,,,,,,
6510,FS,,,,,,,,,,
6511,FS,,,,,,,,,,
6523,SS,,,,,,,,,,
6563,SC,,,,,,,,,,
6564,SC,,,,,,,,,,
6576,SC,,,,,,,,,,
6580,ST,,,,,,,,,,
6581,ST,,,,,,,,,,
6598,SS,,,,,,,,,,
6599,SS,,,,,,,,,,
6616,TT,,,,,,,,,,
6648,TT,,,,,,,,,,
6649,TT,,,,,,,,,,
6650,TT,,,,,,,,,,
6676,SC,,,,,,,,,,
6677,SC,,,,,,,,,,
6681,SS,,,,,,,,,,
6690,TT,,,,,,,,,,
6695,SC,,,,,,,,,,
6727,SS,,,,,,,,,,
6728,SS,,,,,,,,,,
6732,FS,,,,,,,,,,
6738,IC,,,,,,,,,,
6842,SS,,,,,,,,,,
6850,CR,,,,,,,,,,
6894,CR,,,,,,,,,,
6896,SS,,,,,,,,,,
6897,SS,,,,,,,,,,
6949,IC,,,,,,,,,,
6950,IC,,,,,,,,,,
6960,IC,,,,,,,,,,
6992,ST,,,,,,,,,,
6998,SO,,,,,,,,,,
6999,SO,,,,,,,,,,
7021,TT,,,,,,,,,,
7022,TT,,,,,,,,,,
7026,SS,,,,,,,,,,
7056,FS,,,,,,,,,,
7057,FS,,,,,,,,,,
7070,TT,,,,,,,,,,
7071,TT,,,,,,,,,,
7079,SS,,,,,,,,,,
7101,CR,,,,,,,,,,
7158,ST,,,,,,,,,,
7159,ST,,,,,,,,,,
7182,SS,,,,,,,,,,
7185,SO,,,,,,,,,,
7210,CR,,,,,,,,,,
7212,SS,,,,,,,,,,
7242,ST,,,,,,,,,,
7243,ST,,,,,,,,,,
7258,ST,,,,,,,,,,
7259,ST,,,,,,,,,,
7288,CR,,,,,,,,,,
7294,CR,,,,,,,,,,
7296,SC,,,,,,,,,,
7311,SS,,,,,,,,,,
7318,CR,,,,,,,,,,
7319,CR,,,,,,,,,,
7321,SS,,,,,,,,,,
7338,CR,,,,,,,,,,
7348,IC,,,,,,,,,,
7355,SO,,,,,,,,,,
7361,TT,,,,,,,,,,
7372,TT,,,,,,,,,,
7408,FS,,,,,,,,,,
7409,FS,,,,,,,,,,
7483,SC,,,,,,,,,,
7485,SS,,,,,,,,,,
7492,ST,,,,,,,,,,
7493,ST,,,,,,,,,,
7526,SS,,,,,,,,,,
7528,CR,,,,,,,,,,
7529,CR,,,,,,,,,,
7530,CR,,,,,,,,,,
7548,CR,,,,,,,,,,
7549,CR,,,,,,,,,,
7560,SO,,,,,,,,,,
7563,SC,,,,,,,,,,
7571,SO,,,,,,,,,,
7583,SC,,,,,,,,,,
7615,SO,,,,,,,,,,
7616,SO,,,,,,,,,,
7660,SS,,,,,,,,,,
7661,SS,,,,,,,,,,
7694,IC,,,,,,,,,,
7695,IC,,,,,,,,,,
7728,FS,,,,,,,,,,
7729,FS,,,,,,,,,,
7745,SC,,,,,,,,,,
7758,SS,,,,,,,,,,
7761,CR,,,,,,,,,,
7762,CR,,,,,,,,,,
7784,IC,,,,,,,,,,
7817,SS,,,,,,,,,,
7824,CR,,,,,,,,,,
7825,CR,,,,,,,,,,
7833,ST,,,,,,,,,,
7834,ST,,,,,,,,,,
7901,SC,,,,,,,,,,
7908,SC,,,,,,,,,,
7944,SS,,,,,,,,,,
7946,CR,,,,,,,,,,
7948,SO,,,,,,,,,,
7952,CR,,,,,,,,,,
7966,SS,,,,,,,,,,
7979,IC,,,,,,,,,,
7995,CR,,,,,,,,,,
7996,CR,,,,,,,,,,
7998,SS,,,,,,,,,,
8003,ST,,,,,,,,,,
8004,ST,,,,,,,,,,
8008,CR,,,,,,,,,,
8049,SS,,,,,,,,,,
8050,SS,,,,,,,,,,
8168,IC,,,,,,,,,,
8173,IC,,,,,,,,,,
8193,CR,,,,,,,,,,
8196,ST,,,,,,,,,,
8197,ST,,,,,,,,,,
8198,ST,,,,,,,,,,
8200,ST,,,,,,,,,,
8201,ST,,,,,,,,,,
8202,SO,,,,,,,,,,
8203,SO,,,,,,,,,,
8205,SC,,,,,,,,,,
8206,SC,,,,,,,,,,
8210,SO,,,,,,,,,,
8213,SO,,,,,,,,,,
8214,SO,,,,,,,,,,
8215,CR,,,,,,,,,,
8216,CR,,,,,,,,,,
8217,CR,,,,,,,,,,
8224,IC,,,,,,,,,,
8225,IC,,,,,,,,,,
8262,ST,,,,,,,,,,
8263,ST,,,,,,,,,,
8317,CR,,,,,,,,,,
8318,CR,,,,,,,,,,
8334,IC,,,,,,,,,,
8350,ST,,,,,,,,,,
8351,ST,,,,,,,,,,
8357,ST,,,,,,,,,,
8358,ST,,,,,,,,,,
8362,SC,,,,,,,,,,
8367,ST,,,,,,,,,,
8379,TT,,,,,,,,,,
8380,TT,,,,,,,,,,
8435,IC,,,,,,,,,,
8437,IC,,,,,,,,,,
8440,SS,,,,,,,,,,
8442,SC,,,,,,,,,,
8446,SC,,,,,,,,,,
8448,SC,,,,,,,,,,
8450,SC,,,,,,,,,,
8486,SC,,,,,,,,,,
8508,SC,,,,,,,,,,
8509,SS,,,,,,,,,,
8510,SS,,,,,,,,,,
8528,IC,,,,,,,,,,
8534,TT,,,,,,,,,,
8537,TT,,,,,,,,,,
8544,TT,,,,,,,,,,
8557,CR,,,,,,,,,,
8558,SO,,,,,,,,,,
8559,SO,,,,,,,,,,
8560,CR,,,,,,,,,,
8561,CR,,,,,,,,,,
8581,TT,,,,,,,,,,
8590,FS,,,,,,,,,,
8592,TT,,,,,,,,,,
8597,SS,,,,,,,,,,
8601,TT,,,,,,,,,,
8682,SS,,,,,,,,,,
8683,SS,,,,,,,,,,
8684,TT,,,,,,,,,,
8688,TT,,,,,,,,,,
8737,SS,,,,,,,,,,
8738,SS,,,,,,,,,,
8786,IC,,,,,,,,,,
8787,IC,,,,,,,,,,
8788,TT,,,,,,,,,,
8817,TT,,,,,,,,,,
8828,TT,,,,,,,,,,
8832,TT,,,,,,,,,,
8834,TT,,,,,,,,,,
8857,TT,,,,,,,,,,
8892,TT,,,,,,,,,,
8896,TT,,,,,,,,,,
8903,SS,,,,,,,,,,
9010,TT,,,,,,,,,,
9020,IC,,,,,,,,,,
9025,FS,,,,,,,,,,
9038,TT,,,,,,,,,,
9039,TT,,,,,,,,,,
9057,TT,,,,,,,,,,
9076,TT,,,,,,,,,,
9095,TT,,,,,,,,,,
9101,TT,,,,,,,,,,
9125,TT,,,,,,,,,,
9130,TT,,,,,,,,,,
9131,TT,,,,,,,,,,
9145,SC,,,,,,,,,,
9163,TT,,,,,,,,,,
9199,IC,,,,,,,,,,
9229,TT,,,,,,,,,,
9236,TT,,,,,,,,,,
9240,TT,,,,,,,,,,
9241,TT,,,,,,,,,,
9255,FS,,,,,,,,,,
9269,TT,,,,,,,,,,
9271,FS,,,,,,,,,,
9278,TT,,,,,,,,,,
9279,TT,,,,,,,,,,
9286,TT,,,,,,,,,,
9329,IC,,,,,,,,,,
9335,SC,,,,,,,,,,
9356,IC,,,,,,,,,,
9379,FS,,,,,,,,,,
9393,FS,,,,,,,,,,
9418,IC,,,,,,,,,,
9434,TT,,,,,,,,,,
9472,TT,,,,,,,,,,
9473,TT,,,,,,,,,,
9474,TT,,,,,,,,,,
9475,TT,,,,,,,,,,
9501,IC,SS,,,,,,,,,
9508,TT,,,,,,,,,,
9509,TT,,,,,,,,,,
9510,TT,,,,,,,,,,
9520,FS,,,,,,,,,,
9545,TT,,,,,,,,,,
9552,IC,,,,,,,,,,
9590,TT,,,,,,,,,,
9602,TT,,,,,,,,,,
9603,TT,,,,,,,,,,
9608,ST,,,,,,,,,,
9658,TT,,,,,,,,,,
9659,TT,,,,,,,,,,
9666,FS,,,,,,,,,,
9667,FS,,,,,,,,,,
9671,TT,,,,,,,,,,
9672,TT,,,,,,,,,,
9673,TT,,,,,,,,,,
9675,FS,,,,,,,,,,
9680,TT,,,,,,,,,,
9681,TT,,,,,,,,,,
9701,IC,,,,,,,,,,
9702,IC,,,,,,,,,,
9729,TT,,,,,,,,,,
9730,TT,,,,,,,,,,
9760,SC,,,,,,,,,,
9769,TT,,,,,,,,,,
9808,TT,,,,,,,,,,
9809,TT,,,,,,,,,,
9816,TT,,,,,,,,,,
9817,TT,,,,,,,,,,
9818,TT,,,,,,,,,,
9829,IC,,,,,,,,,,
9859,TT,,,,,,,,,,
9860,TT,,,,,,,,,,
9861,TT,,,,,,,,,,
9869,IC,,,,,,,,,,
9888,CR,,,,,,,,,,
9889,CR,,,,,,,,,,
9895,IC,,,,,,,,,,
9903,IC,,,,,,,,,,
9904,IC,,,,,,,,,,
9918,TT,,,,,,,,,,
9919,TT,,,,,,,,,,
9926,TT,,,,,,,,,,
9928,TT,,,,,,,,,,
9956,TT,,,,,,,,,,
9957,TT,,,,,,,,,,
9958,SC,,,,,,,,,,
9986,CR,,,,,,,,,,
9987,SC,,,,,,,,,,
9988,SC,,,,,,,,,,
9993,SC,,,,,,,,,,
10014,FS,,,,,,,,,,
10015,FS,,,,,,,,,,
10027,CR,,,,,,,,,,
10049,TT,,,,,,,,,,
10050,TT,,,,,,,,,,
10081,FS,,,,,,,,,,
10082,FS,,,,,,,,,,
10092,TT,,,,,,,,,,
10097,TT,,,,,,,,,,
10117,SO,,,,,,,,,,
10120,SC,,,,,,,,,,
10132,CR,,,,,,,,,,
10157,TT,,,,,,,,,,
10160,SC,,,,,,,,,,
10169,TT,,,,,,,,,,
10170,TT,,,,,,,,,,
10182,CR,,,,,,,,,,
10192,SC,,,,,,,,,,
10197,TT,,,,,,,,,,
10206,SO,,,,,,,,,,
10229,CR,,,,,,,,,,
10236,IC,,,,,,,,,,
10238,IC,,,,,,,,,,
10258,TT,,,,,,,,,,
10259,TT,,,,,,,,,,
10289,TT,,,,,,,,,,
10290,TT,,,,,,,,,,
10291,TT,,,,,,,,,,
10340,TT,,,,,,,,,,
10341,TT,,,,,,,,,,
10376,TT,,,,,,,,,,
10391,FS,,,,,,,,,,
10392,FS,,,,,,,,,,
10438,IC,,,,,,,,,,
10440,IC,,,,,,,,,,
10457,SC,,,,,,,,,,
10489,SC,,,,,,,,,,
10503,CR,,,,,,,,,,
10508,TT,,,,,,,,,,
10532,SC,,,,,,,,,,
10543,FS,,,,,,,,,,
10561,CR,,,,,,,,,,
10564,SS,,,,,,,,,,
10567,IC,,,,,,,,,,
10568,IC,,,,,,,,,,
10572,CR,,,,,,,,,,
10573,CR,,,,,,,,,,
10574,CR,,,,,,,,,,
10588,CR,,,,,,,,,,
10603,TT,,,,,,,,,,
10604,TT,,,,,,,,,,
10616,SC,,,,,,,,,,
10653,IC,,,,,,,,,,
10660,CR,,,,,,,,,,
10669,IC,,,,,,,,,,
10675,CR,,,,,,,,,,
10680,IC,,,,,,,,,,
10681,CR,,,,,,,,,,
10682,CR,,,,,,,,,,
10691,SO,,,,,,,,,,
10695,SO,,,,,,,,,,
10720,SO,,,,,,,,,,
10721,SO,,,,,,,,,,
10722,SO,,,,,,,,,,
10730,CR,,,,,,,,,,
10731,CR,,,,,,,,,,
10736,TT,,,,,,,,,,
10761,TT,,,,,,,,,,
10774,SO,,,,,,,,,,
10775,SS,SO,,,,,,,,,
10801,IC,,,,,,,,,,
10826,SC,,,,,,,,,,
10888,TT,,,,,,,,,,
10889,TT,,,,,,,,,,
