Segment,label1,label2,label3,label4,label5,label6,label7,label8,label9,label10,label11
  309,ST,,,,,,,,,,
  310,ST,,,,,,,,,,
  311,ST,,,,,,,,,,
  320,IC,,,,,,,,,,
  322,FS,,,,,,,,,,
  327,IC,,,,,,,,,,
  331,IC,,,,,,,,,,
  333,SC,,,,,,,,,,
  336,SC,,,,,,,,,,
  338,SC,,,,,,,,,,
  341,IC,,,,,,,,,,
  342,IC,,,,,,,,,,
  346,TT,,,,,,,,,,
  365,TT,,,,,,,,,,
  371,IC,,,,,,,,,,
  394,FS,,,,,,,,,,
  397,SS,,,,,,,,,,
  398,SS,,,,,,,,,,
  400,IC,,,,,,,,,,
  410,IC,,,,,,,,,,
  422,IC,,,,,,,,,,
  432,TT,FS,,,,,,,,,
  440,TT,,,,,,,,,,
  451,TT,,,,,,,,,,
  475,TT,,,,,,,,,,
  494,IC,,,,,,,,,,
  504,IC,,,,,,,,,,
  505,SC,,,,,,,,,,
  507,SC,,,,,,,,,,
  524,IC,,,,,,,,,,
  527,SS,,,,,,,,,,
  532,SC,,,,,,,,,,
  534,SC,,,,,,,,,,
  536,SS,,,,,,,,,,
  540,IC,,,,,,,,,,
  543,SC,,,,,,,,,,
  545,IC,,,,,,,,,,
  554,TT,,,,,,,,,,
  566,TT,,,,,,,,,,
  575,TT,,,,,,,,,,
  580,IC,,,,,,,,,,
  582,IC,,,,,,,,,,
  586,TT,,,,,,,,,,
  617,FS,,,,,,,,,,
  619,TT,,,,,,,,,,
  629,TT,,,,,,,,,,
  632,TT,,,,,,,,,,
  647,TT,,,,,,,,,,
  657,TT,,,,,,,,,,
  661,TT,,,,,,,,,,
  662,IC,,,,,,,,,,
  678,SS,,,,,,,,,,
  687,IC,,,,,,,,,,
  692,SC,,,,,,,,,,
  706,TT,,,,,,,,,,
  707,TT,,,,,,,,,,
  708,IC,,,,,,,,,,
  713,SC,,,,,,,,,,
  732,FS,,,,,,,,,,
  736,SC,,,,,,,,,,
  744,FS,,,,,,,,,,
  757,SO,,,,,,,,,,
  762,TT,,,,,,,,,,
  782,TT,,,,,,,,,,
  787,TT,,,,,,,,,,
  792,SS,,,,,,,,,,
  797,SC,,,,,,,,,,
  829,SC,,,,,,,,,,
  832,SS,,,,,,,,,,
  834,SC,,,,,,,,,,
  836,IC,,,,,,,,,,
  842,ST,,,,,,,,,,
  843,ST,,,,,,,,,,
  845,SC,,,,,,,,,,
  846,SC,,,,,,,,,,
  850,SC,,,,,,,,,,
  853,IC,,,,,,,,,,
  855,SC,,,,,,,,,,
  856,SC,,,,,,,,,,
  859,SC,,,,,,,,,,
  863,TT,,,,,,,,,,
  869,SS,,,,,,,,,,
  889,IC,,,,,,,,,,
  893,SS,,,,,,,,,,
  895,ST,,,,,,,,,,
  899,IC,,,,,,,,,,
  903,IC,,,,,,,,,,
  912,SO,,,,,,,,,,
  913,TT,,,,,,,,,,
  925,SC,,,,,,,,,,
  994,IC,,,,,,,,,,
 1000,FS,,,,,,,,,,
 1002,SC,,,,,,,,,,
 1003,IC,,,,,,,,,,
 1007,SS,,,,,,,,,,
 1036,IC,,,,,,,,,,
 1040,SC,,,,,,,,,,
 1054,IC,,,,,,,,,,
 1106,SS,,,,,,,,,,
 1118,TT,,,,,,,,,,
 1119,TT,,,,,,,,,,
 1126,IC,,,,,,,,,,
 1134,SC,,,,,,,,,,
 1137,SC,,,,,,,,,,
 1169,SC,,,,,,,,,,
 1170,SC,,,,,,,,,,
 1175,FS,,,,,,,,,,
 1178,SS,,,,,,,,,,
 1180,TT,,,,,,,,,,
 1185,IC,,,,,,,,,,
 1186,IC,,,,,,,,,,
 1196,SS,,,,,,,,,,
 1198,SC,,,,,,,,,,
 1200,IC,,,,,,,,,,
 1217,IC,,,,,,,,,,
 1229,IC,,,,,,,,,,
 1244,SC,,,,,,,,,,
 1245,FS,,,,,,,,,,
 1279,SS,,,,,,,,,,
 1282,TT,,,,,,,,,,
 1305,FS,,,,,,,,,,
 1306,FS,,,,,,,,,,
 1307,FS,,,,,,,,,,
 1312,FS,,,,,,,,,,
 1316,FS,,,,,,,,,,
 1321,FS,,,,,,,,,,
 1355,SO,,,,,,,,,,
 1403,SC,,,,,,,,,,
 1416,SS,,,,,,,,,,
 1425,SS,,,,,,,,,,
 1429,SS,,,,,,,,,,
 1438,IC,,,,,,,,,,
 1444,SC,,,,,,,,,,
 1460,IC,,,,,,,,,,
 1467,IC,,,,,,,,,,
 1469,TT,,,,,,,,,,
 1474,IC,,,,,,,,,,
 1477,IC,,,,,,,,,,
 1482,SS,,,,,,,,,,
 1502,SC,,,,,,,,,,
 1523,IC,,,,,,,,,,
 1525,IC,,,,,,,,,,
 1526,IC,,,,,,,,,,
 1531,ST,,,,,,,,,,
 1532,ST,,,,,,,,,,
 1544,IC,,,,,,,,,,
 1554,SS,,,,,,,,,,
 1651,TT,,,,,,,,,,
 1665,SS,,,,,,,,,,
 1678,IC,,,,,,,,,,
 1695,IC,,,,,,,,,,
 1716,SO,,,,,,,,,,
 1717,SO,,,,,,,,,,
 1718,SO,,,,,,,,,,
 1749,IC,,,,,,,,,,
 1795,SS,,,,,,,,,,
 1799,SC,,,,,,,,,,
 1825,SS,,,,,,,,,,
 1827,IC,,,,,,,,,,
 1831,TT,,,,,,,,,,
 1832,IC,,,,,,,,,,
 1834,SS,,,,,,,,,,
 1866,SS,,,,,,,,,,
 1877,IC,,,,,,,,,,
 1926,IC,,,,,,,,,,
 1927,IC,,,,,,,,,,
 1934,SO,,,,,,,,,,
 1938,SS,,,,,,,,,,
 1946,SC,,,,,,,,,,
 1951,SO,,,,,,,,,,
 1952,SO,,,,,,,,,,
 1953,SS,,,,,,,,,,
 1959,ST,,,,,,,,,,
 1966,IC,,,,,,,,,,
 1976,IC,,,,,,,,,,
 1977,SS,,,,,,,,,,
 1978,SS,,,,,,,,,,
 1985,SO,,,,,,,,,,
 1986,SO,,,,,,,,,,
 1998,IC,,,,,,,,,,
 2024,TT,,,,,,,,,,
 2030,IC,,,,,,,,,,
 2035,SC,,,,,,,,,,
 2058,SS,,,,,,,,,,
 2079,SO,,,,,,,,,,
 2087,IC,,,,,,,,,,
 2090,SS,,,,,,,,,,
 2096,IC,,,,,,,,,,
 2110,IC,,,,,,,,,,
 2115,SC,,,,,,,,,,
 2168,SC,,,,,,,,,,
 2194,SC,,,,,,,,,,
 2197,SS,,,,,,,,,,
 2202,CR,,,,,,,,,,
 2209,IC,,,,,,,,,,
 2245,SS,,,,,,,,,,
 2247,SS,,,,,,,,,,
 2252,SS,,,,,,,,,,
 2255,SO,,,,,,,,,,
 2256,SO,,,,,,,,,,
 2261,TT,,,,,,,,,,
 2262,TT,,,,,,,,,,
 2283,TT,,,,,,,,,,
 2302,TT,,,,,,,,,,
 2315,SO,,,,,,,,,,
 2317,SC,,,,,,,,,,
 2322,ST,,,,,,,,,,
 2325,SO,,,,,,,,,,
 2342,IC,,,,,,,,,,
 2349,SS,,,,,,,,,,
 2353,SO,,,,,,,,,,
 2384,TT,,,,,,,,,,
 2396,TT,,,,,,,,,,
 2409,SS,,,,,,,,,,
 2411,IC,,,,,,,,,,
 2414,IC,,,,,,,,,,
 2415,IC,,,,,,,,,,
 2418,SS,,,,,,,,,,
 2423,IC,,,,,,,,,,
 2434,ST,,,,,,,,,,
 2459,TT,,,,,,,,,,
 2491,IC,,,,,,,,,,
 2493,SS,,,,,,,,,,
 2532,SO,,,,,,,,,,
 2545,IC,,,,,,,,,,
 2558,SS,,,,,,,,,,
 2568,IC,,,,,,,,,,
 2571,IC,,,,,,,,,,
 2585,CR,,,,,,,,,,
 2632,SS,,,,,,,,,,
 2641,ST,,,,,,,,,,
 2642,ST,,,,,,,,,,
 2652,SS,,,,,,,,,,
 2659,ST,,,,,,,,,,
 2703,SS,,,,,,,,,,
 2770,IC,,,,,,,,,,
 2811,SS,,,,,,,,,,
 2831,TT,IC,,,,,,,,,
 2833,IC,,,,,,,,,,
 2835,IC,,,,,,,,,,
 2841,SC,,,,,,,,,,
 2847,CR,,,,,,,,,,
 2848,CR,,,,,,,,,,
 2853,FS,,,,,,,,,,
 2863,SC,,,,,,,,,,
 2868,SO,,,,,,,,,,
 2874,SS,,,,,,,,,,
 2892,SC,,,,,,,,,,
 2895,SS,,,,,,,,,,
 2930,CR,,,,,,,,,,
 2969,SS,,,,,,,,,,
 2981,IC,,,,,,,,,,
 2995,FS,,,,,,,,,,
 3026,ST,,,,,,,,,,
 3027,ST,,,,,,,,,,
 3030,SS,,,,,,,,,,
 3038,ST,,,,,,,,,,
 3039,ST,,,,,,,,,,
 3133,SS,,,,,,,,,,
 3176,SO,,,,,,,,,,
 3195,IC,,,,,,,,,,
 3201,ST,,,,,,,,,,
 3202,ST,,,,,,,,,,
 3203,SC,,,,,,,,,,
 3205,ST,,,,,,,,,,
 3206,ST,,,,,,,,,,
 3216,SS,,,,,,,,,,
 3220,SC,,,,,,,,,,
 3226,SC,,,,,,,,,,
 3253,SS,,,,,,,,,,
 3262,SO,,,,,,,,,,
 3263,SC,,,,,,,,,,
 3266,SS,,,,,,,,,,
 3268,SC,,,,,,,,,,
 3277,CR,,,,,,,,,,
 3278,SC,,,,,,,,,,
 3291,SS,,,,,,,,,,
 3295,CR,,,,,,,,,,
 3296,CR,,,,,,,,,,
 3297,SC,,,,,,,,,,
 3333,SS,,,,,,,,,,
 3335,ST,,,,,,,,,,
 3336,ST,,,,,,,,,,
 3364,SC,,,,,,,,,,
 3373,IC,,,,,,,,,,
 3402,SS,,,,,,,,,,
 3420,SS,,,,,,,,,,
 3422,IC,,,,,,,,,,
 3429,CR,,,,,,,,,,
 3430,CR,,,,,,,,,,
 3437,IC,,,,,,,,,,
 3438,SC,,,,,,,,,,
 3446,SS,,,,,,,,,,
 3447,ST,,,,,,,,,,
 3448,ST,,,,,,,,,,
 3450,SC,,,,,,,,,,
 3454,IC,,,,,,,,,,
 3463,ST,,,,,,,,,,
 3464,ST,,,,,,,,,,
 3469,SO,,,,,,,,,,
 3473,ST,,,,,,,,,,
 3491,SC,,,,,,,,,,
 3507,ST,,,,,,,,,,
 3508,ST,,,,,,,,,,
 3509,ST,,,,,,,,,,
 3510,SS,,,,,,,,,,
 3512,ST,,,,,,,,,,
 3513,ST,,,,,,,,,,
 3517,IC,,,,,,,,,,
 3520,CR,,,,,,,,,,
 3529,IC,,,,,,,,,,
 3530,SS,,,,,,,,,,
 3531,SS,,,,,,,,,,
 3570,SS,,,,,,,,,,
 3573,IC,,,,,,,,,,
 3623,SS,,,,,,,,,,
 3634,ST,,,,,,,,,,
 3635,ST,,,,,,,,,,
 3642,ST,,,,,,,,,,
 3643,ST,,,,,,,,,,
 3666,IC,,,,,,,,,,
 3669,ST,,,,,,,,,,
 3670,ST,,,,,,,,,,
 3691,SS,,,,,,,,,,
 3721,TT,,,,,,,,,,
 3722,IC,,,,,,,,,,
 3739,CR,,,,,,,,,,
 3741,SO,,,,,,,,,,
 3743,SS,,,,,,,,,,
 3763,SO,,,,,,,,,,
 3781,TT,,,,,,,,,,
 3783,TT,,,,,,,,,,
 3796,IC,,,,,,,,,,
 3804,SS,,,,,,,,,,
 3810,SS,,,,,,,,,,
 3814,ST,,,,,,,,,,
 3819,SO,,,,,,,,,,
 3820,SO,,,,,,,,,,
 3824,CR,,,,,,,,,,
 3825,CR,,,,,,,,,,
 3826,CR,,,,,,,,,,
 3827,CR,,,,,,,,,,
 3828,IC,,,,,,,,,,
 3831,ST,,,,,,,,,,
 3867,TT,,,,,,,,,,
 3871,SC,,,,,,,,,,
 3875,ST,,,,,,,,,,
 3876,ST,,,,,,,,,,
 3877,SO,,,,,,,,,,
 3881,ST,,,,,,,,,,
 3882,CR,,,,,,,,,,
 3893,SC,,,,,,,,,,
 3897,SC,,,,,,,,,,
 3898,SC,,,,,,,,,,
 3908,SO,,,,,,,,,,
 3909,SO,,,,,,,,,,
 3916,ST,,,,,,,,,,
 3932,CR,,,,,,,,,,
 3933,CR,,,,,,,,,,
 3941,IC,,,,,,,,,,
 3972,CR,,,,,,,,,,
 3992,SS,,,,,,,,,,
 4001,ST,SS,,,,,,,,,
 4003,SS,,,,,,,,,,
 4005,CR,,,,,,,,,,
 4006,CR,,,,,,,,,,
 4013,SO,,,,,,,,,,
 4014,SO,,,,,,,,,,
 4027,SS,,,,,,,,,,
 4031,IC,,,,,,,,,,
 4071,IC,,,,,,,,,,
 4075,SC,,,,,,,,,,
 4083,SS,,,,,,,,,,
 4096,SC,,,,,,,,,,
 4103,IC,,,,,,,,,,
 4117,IC,,,,,,,,,,
 4121,TT,,,,,,,,,,
 4122,TT,,,,,,,,,,
 4123,TT,,,,,,,,,,
 4129,SC,,,,,,,,,,
 4143,SC,,,,,,,,,,
 4153,IC,,,,,,,,,,
 4161,FS,,,,,,,,,,
 4177,FS,,,,,,,,,,
 4180,SS,,,,,,,,,,
 4196,SS,,,,,,,,,,
 4243,FS,,,,,,,,,,
 4272,IC,,,,,,,,,,
 4293,SS,,,,,,,,,,
 4300,IC,,,,,,,,,,
 4364,SO,,,,,,,,,,
 4366,SS,,,,,,,,,,
 4367,SS,,,,,,,,,,
 4385,IC,,,,,,,,,,
 4416,IC,,,,,,,,,,
 4421,IC,,,,,,,,,,
 4435,IC,,,,,,,,,,
 4437,SS,,,,,,,,,,
 4464,IC,,,,,,,,,,
 4466,SS,,,,,,,,,,
 4547,FS,,,,,,,,,,
 4568,SS,,,,,,,,,,
 4579,IC,,,,,,,,,,
 4608,SS,,,,,,,,,,
 4625,SS,,,,,,,,,,
 4685,IC,,,,,,,,,,
 4694,FS,,,,,,,,,,
 4707,SS,,,,,,,,,,
 4728,FS,,,,,,,,,,
 4729,FS,,,,,,,,,,
 4733,SC,,,,,,,,,,
 4745,IC,,,,,,,,,,
 4781,IC,,,,,,,,,,
 4803,IC,,,,,,,,,,
 4806,IC,,,,,,,,,,
 4848,IC,,,,,,,,,,
 4858,ST,,,,,,,,,,
 4869,SS,,,,,,,,,,
 4884,SC,,,,,,,,,,
 4908,IC,,,,,,,,,,
 4939,IC,,,,,,,,,,
 4972,SC,,,,,,,,,,
 4981,CR,,,,,,,,,,
 4982,CR,,,,,,,,,,
 5035,ST,,,,,,,,,,
 5036,SS,,,,,,,,,,
 5047,SO,,,,,,,,,,
 5074,IC,,,,,,,,,,
 5100,IC,,,,,,,,,,
 5109,IC,,,,,,,,,,
 5125,IC,,,,,,,,,,
 5136,IC,,,,,,,,,,
 5200,SS,,,,,,,,,,
 5201,ST,,,,,,,,,,
 5202,ST,,,,,,,,,,
 5238,IC,,,,,,,,,,
 5285,SS,,,,,,,,,,
 5330,IC,,,,,,,,,,
 5377,SC,,,,,,,,,,
 5435,SS,,,,,,,,,,
 5465,IC,,,,,,,,,,
 5513,IC,,,,,,,,,,
 5514,IC,,,,,,,,,,
 5520,CR,,,,,,,,,,
 5523,SS,,,,,,,,,,
 5586,SC,,,,,,,,,,
 5623,SC,,,,,,,,,,
 5661,IC,,,,,,,,,,
 5700,SS,,,,,,,,,,
 5701,ST,,,,,,,,,,
 5749,SS,,,,,,,,,,
 5769,SS,,,,,,,,,,
 5785,CR,,,,,,,,,,
 5786,CR,,,,,,,,,,
 5813,CR,,,,,,,,,,
 5818,CR,,,,,,,,,,
 5819,CR,,,,,,,,,,
 5836,CR,,,,,,,,,,
 5839,SO,,,,,,,,,,
 5840,SO,,,,,,,,,,
 5841,CR,,,,,,,,,,
 5842,CR,,,,,,,,,,
 5844,SC,,,,,,,,,,
 5845,CR,,,,,,,,,,
 5847,SC,,,,,,,,,,
 5848,CR,,,,,,,,,,
 5853,SC,,,,,,,,,,
 5855,ST,,,,,,,,,,
 5856,ST,,,,,,,,,,
 5883,CR,,,,,,,,,,
 5910,SC,,,,,,,,,,
 5913,SC,,,,,,,,,,
 5922,SC,,,,,,,,,,
 5932,IC,,,,,,,,,,
 5950,SC,,,,,,,,,,
 5956,SC,,,,,,,,,,
 5988,SS,,,,,,,,,,
 5989,SS,,,,,,,,,,
 6021,SO,,,,,,,,,,
 6025,SO,,,,,,,,,,
 6056,TT,,,,,,,,,,
 6080,IC,,,,,,,,,,
 6107,SS,,,,,,,,,,
 6112,SC,,,,,,,,,,
 6115,SS,,,,,,,,,,
 6133,ST,,,,,,,,,,
 6134,ST,,,,,,,,,,
 6135,ST,,,,,,,,,,
 6136,FS,,,,,,,,,,
 6137,FS,,,,,,,,,,
 6152,ST,,,,,,,,,,
 6160,IC,,,,,,,,,,
 6181,CR,,,,,,,,,,
 6182,CR,,,,,,,,,,
 6183,CR,,,,,,,,,,
 6188,CR,,,,,,,,,,
 6229,CR,,,,,,,,,,
 6230,CR,,,,,,,,,,
 6231,SS,,,,,,,,,,
 6237,CR,,,,,,,,,,
 6238,CR,,,,,,,,,,
 6286,SS,,,,,,,,,,
 6287,SS,,,,,,,,,,
 6293,CR,,,,,,,,,,
 6294,CR,,,,,,,,,,
 6303,IC,,,,,,,,,,
 6306,IC,,,,,,,,,,
 6310,FS,,,,,,,,,,
 6339,IC,,,,,,,,,,
 6390,IC,,,,,,,,,,
 6399,IC,,,,,,,,,,
 6417,FS,,,,,,,,,,
 6422,IC,,,,,,,,,,
 6438,TT,,,,,,,,,,
 6445,SS,,,,,,,,,,
 6448,IC,,,,,,,,,,
 6481,SS,,,,,,,,,,
 6492,CR,,,,,,,,,,
 6495,TT,,,,,,,,,,
 6497,TT,,,,,,,,,,
 6509,FS,,,,,,,,,,
 6510,FS,,,,,,,,,,
 6511,FS,,,,,,,,,,
 6523,SS,,,,,,,,,,
 6565,SC,,,,,,,,,,
 6570,SC,,,,,,,,,,
 6576,SC,,,,,,,,,,
 6580,ST,,,,,,,,,,
 6581,ST,,,,,,,,,,
 6589,SC,,,,,,,,,,
 6598,SS,,,,,,,,,,
 6599,SS,,,,,,,,,,
 6616,TT,,,,,,,,,,
 6648,TT,,,,,,,,,,
 6649,TT,,,,,,,,,,
 6650,TT,,,,,,,,,,
 6653,IC,,,,,,,,,,
 6676,SC,,,,,,,,,,
 6679,SC,,,,,,,,,,
 6681,SS,,,,,,,,,,
 6690,TT,,,,,,,,,,
 6727,SS,,,,,,,,,,
 6728,SS,,,,,,,,,,
 6732,FS,,,,,,,,,,
 6738,IC,,,,,,,,,,
 6764,SC,,,,,,,,,,
 6842,SS,,,,,,,,,,
 6850,CR,,,,,,,,,,
 6862,IC,,,,,,,,,,
 6874,IC,,,,,,,,,,
 6894,CR,,,,,,,,,,
 6896,SS,,,,,,,,,,
 6897,SS,,,,,,,,,,
 6904,SC,,,,,,,,,,
 6947,IC,,,,,,,,,,
 6950,IC,,,,,,,,,,
 6955,IC,,,,,,,,,,
 6959,IC,,,,,,,,,,
 6972,SC,,,,,,,,,,
 6992,ST,,,,,,,,,,
 6998,SO,,,,,,,,,,
 6999,SO,,,,,,,,,,
 7021,TT,,,,,,,,,,
 7022,TT,,,,,,,,,,
 7026,SS,,,,,,,,,,
 7056,FS,,,,,,,,,,
 7057,FS,,,,,,,,,,
 7070,TT,,,,,,,,,,
 7071,TT,,,,,,,,,,
 7079,SS,,,,,,,,,,
 7086,IC,,,,,,,,,,
 7087,IC,,,,,,,,,,
 7101,CR,,,,,,,,,,
 7135,IC,,,,,,,,,,
 7158,ST,,,,,,,,,,
 7159,ST,,,,,,,,,,
 7182,SS,,,,,,,,,,
 7185,SO,,,,,,,,,,
 7210,CR,,,,,,,,,,
 7212,SS,,,,,,,,,,
 7242,ST,,,,,,,,,,
 7243,ST,,,,,,,,,,
 7257,SC,,,,,,,,,,
 7258,ST,,,,,,,,,,
 7259,ST,,,,,,,,,,
 7287,IC,,,,,,,,,,
 7288,CR,,,,,,,,,,
 7294,CR,,,,,,,,,,
 7311,SS,,,,,,,,,,
 7318,CR,,,,,,,,,,
 7319,CR,,,,,,,,,,
 7321,SS,,,,,,,,,,
 7338,CR,,,,,,,,,,
 7347,IC,,,,,,,,,,
 7355,SO,,,,,,,,,,
 7361,TT,,,,,,,,,,
 7372,TT,,,,,,,,,,
 7384,IC,,,,,,,,,,
 7394,IC,,,,,,,,,,
 7408,FS,,,,,,,,,,
 7409,FS,,,,,,,,,,
 7485,SS,,,,,,,,,,
 7487,SC,,,,,,,,,,
 7492,ST,,,,,,,,,,
 7493,ST,,,,,,,,,,
 7512,SS,,,,,,,,,,
 7526,SS,,,,,,,,,,
 7528,CR,,,,,,,,,,
 7529,CR,,,,,,,,,,
 7530,CR,,,,,,,,,,
 7548,CR,,,,,,,,,,
 7549,CR,,,,,,,,,,
 7560,SO,,,,,,,,,,
 7562,SC,,,,,,,,,,
 7563,SC,,,,,,,,,,
 7571,SO,,,,,,,,,,
 7583,SC,,,,,,,,,,
 7590,SC,,,,,,,,,,
 7601,IC,,,,,,,,,,
 7615,SO,,,,,,,,,,
 7616,SO,,,,,,,,,,
 7631,IC,,,,,,,,,,
 7639,IC,,,,,,,,,,
 7660,SS,,,,,,,,,,
 7661,SS,,,,,,,,,,
 7664,IC,,,,,,,,,,
 7695,IC,,,,,,,,,,
 7707,IC,,,,,,,,,,
 7728,FS,,,,,,,,,,
 7729,FS,,,,,,,,,,
 7745,SC,,,,,,,,,,
 7756,IC,,,,,,,,,,
 7758,SS,,,,,,,,,,
 7761,CR,,,,,,,,,,
 7762,CR,,,,,,,,,,
 7765,IC,,,,,,,,,,
 7770,IC,,,,,,,,,,
 7817,SS,,,,,,,,,,
 7824,CR,,,,,,,,,,
 7825,CR,,,,,,,,,,
 7833,ST,,,,,,,,,,
 7834,ST,,,,,,,,,,
 7901,SC,,,,,,,,,,
 7919,IC,,,,,,,,,,
 7938,SO,,,,,,,,,,
 7939,SO,,,,,,,,,,
 7944,SS,,,,,,,,,,
 7946,CR,,,,,,,,,,
 7948,SO,,,,,,,,,,
 7950,SC,,,,,,,,,,
 7952,CR,,,,,,,,,,
 7966,SS,,,,,,,,,,
 7978,IC,,,,,,,,,,
 7981,IC,,,,,,,,,,
 7995,CR,,,,,,,,,,
 7996,CR,,,,,,,,,,
 7998,SS,,,,,,,,,,
 8003,ST,,,,,,,,,,
 8004,ST,,,,,,,,,,
 8008,CR,,,,,,,,,,
 8049,SS,,,,,,,,,,
 8050,SS,,,,,,,,,,
 8066,IC,,,,,,,,,,
 8174,IC,,,,,,,,,,
 8193,CR,,,,,,,,,,
 8196,ST,,,,,,,,,,
 8197,ST,,,,,,,,,,
 8198,ST,,,,,,,,,,
 8200,ST,,,,,,,,,,
 8201,ST,,,,,,,,,,
 8202,SO,,,,,,,,,,
 8203,SO,,,,,,,,,,
 8210,SO,,,,,,,,,,
 8213,SO,,,,,,,,,,
 8214,SC,,,,,,,,,,
 8215,SC,,,,,,,,,,
 8216,CR,,,,,,,,,,
 8217,CR,,,,,,,,,,
 8223,IC,,,,,,,,,,
 8225,CR,,,,,,,,,,
 8262,ST,,,,,,,,,,
 8263,ST,,,,,,,,,,
 8265,IC,,,,,,,,,,
 8281,IC,,,,,,,,,,
 8301,IC,,,,,,,,,,
 8316,SC,,,,,,,,,,
 8317,CR,,,,,,,,,,
 8318,CR,,,,,,,,,,
 8334,IC,,,,,,,,,,
 8337,IC,,,,,,,,,,
 8350,ST,,,,,,,,,,
 8351,ST,,,,,,,,,,
 8357,ST,,,,,,,,,,
 8358,ST,,,,,,,,,,
 8362,SC,,,,,,,,,,
 8367,ST,,,,,,,,,,
 8379,TT,,,,,,,,,,
 8380,TT,,,,,,,,,,
 8440,SS,,,,,,,,,,
 8488,SC,,,,,,,,,,
 8489,SC,,,,,,,,,,
 8508,SC,,,,,,,,,,
 8509,SS,,,,,,,,,,
 8510,SS,,,,,,,,,,
 8527,IC,,,,,,,,,,
 8534,TT,,,,,,,,,,
 8537,TT,,,,,,,,,,
 8544,TT,,,,,,,,,,
 8551,IC,,,,,,,,,,
 8557,CR,,,,,,,,,,
 8558,SO,,,,,,,,,,
 8559,SO,,,,,,,,,,
 8560,CR,,,,,,,,,,
 8561,SC,,,,,,,,,,
 8581,TT,,,,,,,,,,
 8590,FS,,,,,,,,,,
 8592,TT,,,,,,,,,,
 8597,SS,,,,,,,,,,
 8601,TT,,,,,,,,,,
 8682,SS,,,,,,,,,,
 8683,SS,,,,,,,,,,
 8684,TT,,,,,,,,,,
 8688,TT,,,,,,,,,,
 8737,SS,,,,,,,,,,
 8738,SS,,,,,,,,,,
 8779,IC,,,,,,,,,,
 8787,IC,,,,,,,,,,
 8788,TT,,,,,,,,,,
 8817,TT,,,,,,,,,,
 8828,TT,,,,,,,,,,
 8832,TT,,,,,,,,,,
 8834,TT,,,,,,,,,,
