Segment,label1,label2,label3,label4,label5,label6,label7,label8,label9,label10,label11
  471,IC,,,,,,,,,,
  472,IC,,,,,,,,,,
  473,IC,,,,,,,,,,
  475,SC,,,,,,,,,,
  486,SS,,,,,,,,,,
  492,SS,,,,,,,,,,
  495,SS,,,,,,,,,,
  497,IC,SS,,,,,,,,,
  503,FS,,,,,,,,,,
  508,TT,,,,,,,,,,
  515,TT,,,,,,,,,,
  518,TT,,,,,,,,,,
  527,FS,,,,,,,,,,
  530,FS,,,,,,,,,,
  533,SS,,,,,,,,,,
  545,FS,,,,,,,,,,
  568,IC,,,,,,,,,,
  574,IC,,,,,,,,,,
  575,SS,,,,,,,,,,
  586,SC,,,,,,,,,,
  596,SS,,,,,,,,,,
  602,ST,,,,,,,,,,
  603,ST,,,,,,,,,,
  605,ST,,,,,,,,,,
  607,ST,,,,,,,,,,
  610,ST,,,,,,,,,,
  617,IC,,,,,,,,,,
  619,TT,IC,,,,,,,,,
  621,TT,,,,,,,,,,
  634,TT,,,,,,,,,,
  637,SO,,,,,,,,,,
  640,IC,,,,,,,,,,
  641,IC,,,,,,,,,,
  643,IC,,,,,,,,,,
  646,IC,,,,,,,,,,
  649,IC,,,,,,,,,,
  650,SC,,,,,,,,,,
  651,IC,,,,,,,,,,
  656,IC,,,,,,,,,,
  670,ST,,,,,,,,,,
  676,ST,,,,,,,,,,
  680,SS,,,,,,,,,,
  681,SC,CR,,,,,,,,,
  682,CR,,,,,,,,,,
  690,SO,,,,,,,,,,
  691,SO,,,,,,,,,,
  693,SS,,,,,,,,,,
  694,SS,,,,,,,,,,
  700,SS,,,,,,,,,,
  701,SS,,,,,,,,,,
  702,SS,,,,,,,,,,
  713,SC,,,,,,,,,,
  718,IC,,,,,,,,,,
  723,FS,,,,,,,,,,
  724,TT,FS,,,,,,,,,
  735,IC,,,,,,,,,,
  742,IC,,,,,,,,,,
  745,IC,,,,,,,,,,
  754,SC,,,,,,,,,,
  760,SC,,,,,,,,,,
  763,IC,,,,,,,,,,
  766,IC,,,,,,,,,,
  772,TT,,,,,,,,,,
  775,TT,,,,,,,,,,
  810,TT,,,,,,,,,,
  811,TT,,,,,,,,,,
  838,IC,,,,,,,,,,
  857,SS,,,,,,,,,,
  889,FS,,,,,,,,,,
  893,SS,,,,,,,,,,
  902,IC,,,,,,,,,,
  920,TT,,,,,,,,,,
  921,FS,,,,,,,,,,
  926,IC,,,,,,,,,,
  933,IC,,,,,,,,,,
  948,IC,,,,,,,,,,
  951,IC,,,,,,,,,,
  959,TT,,,,,,,,,,
  960,TT,,,,,,,,,,
  962,TT,IC,,,,,,,,,
  963,TT,,,,,,,,,,
  966,TT,,,,,,,,,,
  969,IC,,,,,,,,,,
  974,TT,,,,,,,,,,
  983,TT,,,,,,,,,,
 1022,TT,,,,,,,,,,
 1027,TT,,,,,,,,,,
 1031,TT,,,,,,,,,,
 1037,TT,,,,,,,,,,
 1049,IC,,,,,,,,,,
 1061,TT,,,,,,,,,,
 1062,TT,,,,,,,,,,
 1087,IC,,,,,,,,,,
 1118,IC,,,,,,,,,,
 1127,TT,,,,,,,,,,
 1140,IC,,,,,,,,,,
 1143,SC,,,,,,,,,,
 1146,SC,,,,,,,,,,
 1152,TT,,,,,,,,,,
 1159,IC,,,,,,,,,,
 1161,CR,,,,,,,,,,
 1179,TT,,,,,,,,,,
 1183,IC,,,,,,,,,,
 1195,SS,,,,,,,,,,
 1198,SC,,,,,,,,,,
 1201,SC,,,,,,,,,,
 1204,SC,,,,,,,,,,
 1215,IC,,,,,,,,,,
 1219,IC,,,,,,,,,,
 1224,SC,,,,,,,,,,
 1225,SC,,,,,,,,,,
 1226,SC,,,,,,,,,,
 1227,SC,,,,,,,,,,
 1230,IC,,,,,,,,,,
 1231,IC,,,,,,,,,,
 1243,TT,,,,,,,,,,
 1251,TT,,,,,,,,,,
 1254,TT,,,,,,,,,,
 1255,TT,,,,,,,,,,
 1257,TT,,,,,,,,,,
 1272,TT,,,,,,,,,,
 1275,TT,,,,,,,,,,
 1278,TT,,,,,,,,,,
 1281,TT,,,,,,,,,,
 1296,TT,,,,,,,,,,
 1305,TT,,,,,,,,,,
 1308,TT,,,,,,,,,,
 1310,IC,,,,,,,,,,
 1314,IC,,,,,,,,,,
 1318,IC,,,,,,,,,,
 1321,IC,,,,,,,,,,
 1323,TT,,,,,,,,,,
 1359,TT,,,,,,,,,,
 1383,IC,,,,,,,,,,
 1405,IC,,,,,,,,,,
 1416,TT,,,,,,,,,,
 1424,TT,,,,,,,,,,
 1458,TT,,,,,,,,,,
 1469,TT,,,,,,,,,,
 1476,TT,,,,,,,,,,
 1478,TT,,,,,,,,,,
 1484,IC,,,,,,,,,,
 1490,IC,,,,,,,,,,
 1493,TT,,,,,,,,,,
 1505,IC,,,,,,,,,,
 1512,TT,,,,,,,,,,
 1520,IC,,,,,,,,,,
 1559,IC,,,,,,,,,,
 1562,SS,,,,,,,,,,
 1563,SS,,,,,,,,,,
 1564,SS,,,,,,,,,,
 1565,SS,,,,,,,,,,
 1570,SC,,,,,,,,,,
 1571,SC,,,,,,,,,,
 1579,SO,,,,,,,,,,
 1588,FS,,,,,,,,,,
 1599,TT,,,,,,,,,,
 1607,IC,,,,,,,,,,
 1608,IC,,,,,,,,,,
 1610,SC,,,,,,,,,,
 1617,IC,,,,,,,,,,
 1619,IC,,,,,,,,,,
 1620,IC,,,,,,,,,,
 1658,TT,,,,,,,,,,
 1661,TT,,,,,,,,,,
 1664,FS,,,,,,,,,,
 1673,IC,,,,,,,,,,
 1683,IC,,,,,,,,,,
 1790,TT,,,,,,,,,,
 1792,SS,,,,,,,,,,
 1796,SS,,,,,,,,,,
 1798,SS,,,,,,,,,,
 1799,SS,,,,,,,,,,
 1800,SS,,,,,,,,,,
 1812,IC,,,,,,,,,,
 1828,TT,,,,,,,,,,
 1834,TT,,,,,,,,,,
 1835,TT,,,,,,,,,,
 1882,IC,,,,,,,,,,
 1883,IC,,,,,,,,,,
 1884,IC,,,,,,,,,,
 1889,SS,,,,,,,,,,
 1891,SS,,,,,,,,,,
 1894,SS,,,,,,,,,,
 1896,SC,,,,,,,,,,
 1898,IC,,,,,,,,,,
 1899,IC,,,,,,,,,,
 1916,ST,,,,,,,,,,
 1919,SS,,,,,,,,,,
 1922,SC,,,,,,,,,,
 1925,SC,,,,,,,,,,
 1934,SC,,,,,,,,,,
 1945,SC,,,,,,,,,,
 1948,SC,,,,,,,,,,
 1951,SC,,,,,,,,,,
 1952,IC,SC,,,,,,,,,
 1954,SC,,,,,,,,,,
 1966,TT,,,,,,,,,,
 1973,SS,,,,,,,,,,
 2020,IC,,,,,,,,,,
 2024,SS,,,,,,,,,,
 2027,ST,,,,,,,,,,
 2030,ST,,,,,,,,,,
 2047,IC,,,,,,,,,,
 2048,SS,,,,,,,,,,
 2051,SS,,,,,,,,,,
 2063,FS,,,,,,,,,,
 2064,FS,,,,,,,,,,
 2068,TT,,,,,,,,,,
 2094,IC,,,,,,,,,,
 2095,SS,,,,,,,,,,
 2130,IC,,,,,,,,,,
 2172,TT,,,,,,,,,,
 2179,TT,,,,,,,,,,
 2188,TT,,,,,,,,,,
 2190,TT,,,,,,,,,,
 2236,TT,,,,,,,,,,
 2252,IC,,,,,,,,,,
 2262,FS,,,,,,,,,,
 2265,SC,,,,,,,,,,
 2268,IC,,,,,,,,,,
 2274,SS,,,,,,,,,,
 2346,IC,,,,,,,,,,
 2347,IC,,,,,,,,,,
 2348,SS,,,,,,,,,,
 2352,SC,,,,,,,,,,
 2355,IC,SC,,,,,,,,,
 2361,TT,,,,,,,,,,
 2385,IC,,,,,,,,,,
 2396,TT,,,,,,,,,,
 2412,TT,,,,,,,,,,
 2482,IC,,,,,,,,,,
 2513,SS,,,,,,,,,,
 2519,IC,,,,,,,,,,
 2520,IC,,,,,,,,,,
 2532,TT,,,,,,,,,,
 2550,IC,,,,,,,,,,
 2559,IC,,,,,,,,,,
 2565,IC,,,,,,,,,,
 2577,SC,,,,,,,,,,
 2591,IC,,,,,,,,,,
 2606,SS,CR,,,,,,,,,
 2615,SS,,,,,,,,,,
 2645,IC,,,,,,,,,,
 2648,SC,,,,,,,,,,
 2651,SC,,,,,,,,,,
 2653,SC,,,,,,,,,,
 2683,IC,,,,,,,,,,
 2686,IC,,,,,,,,,,
 2690,SO,,,,,,,,,,
 2711,IC,,,,,,,,,,
 2714,IC,,,,,,,,,,
 2725,SS,,,,,,,,,,
 2743,SS,,,,,,,,,,
 2756,IC,,,,,,,,,,
 2767,IC,,,,,,,,,,
 2783,IC,,,,,,,,,,
 2788,SS,,,,,,,,,,
 2815,IC,,,,,,,,,,
 2816,FS,,,,,,,,,,
 2827,IC,,,,,,,,,,
 2862,TT,,,,,,,,,,
 2878,IC,,,,,,,,,,
 2900,SS,,,,,,,,,,
 2902,TT,,,,,,,,,,
 2903,TT,,,,,,,,,,
 2955,FS,,,,,,,,,,
 2956,FS,,,,,,,,,,
 2957,FS,,,,,,,,,,
 2960,FS,,,,,,,,,,
 2977,SC,,,,,,,,,,
 2978,FS,,,,,,,,,,
 2979,SC,FS,,,,,,,,,
 2992,FS,,,,,,,,,,
 3064,SO,,,,,,,,,,
 3065,SO,,,,,,,,,,
 3066,SO,,,,,,,,,,
 3067,SO,,,,,,,,,,
 3076,SS,,,,,,,,,,
 3079,TT,,,,,,,,,,
 3088,TT,,,,,,,,,,
 3113,TT,,,,,,,,,,
 3115,TT,,,,,,,,,,
 3136,TT,,,,,,,,,,
 3156,IC,,,,,,,,,,
 3158,IC,,,,,,,,,,
 3161,TT,,,,,,,,,,
 3163,TT,,,,,,,,,,
 3167,SS,,,,,,,,,,
 3168,SS,,,,,,,,,,
 3176,SC,,,,,,,,,,
 3209,SS,,,,,,,,,,
 3222,SS,,,,,,,,,,
 3227,SS,,,,,,,,,,
 3233,SS,,,,,,,,,,
 3243,TT,,,,,,,,,,
 3251,TT,,,,,,,,,,
 3264,SC,,,,,,,,,,
 3300,TT,,,,,,,,,,
 3315,IC,,,,,,,,,,
 3324,TT,,,,,,,,,,
 3333,IC,,,,,,,,,,
 3342,IC,,,,,,,,,,
 3397,SC,,,,,,,,,,
 3445,IC,,,,,,,,,,
 3446,IC,,,,,,,,,,
 3449,IC,,,,,,,,,,
 3450,IC,,,,,,,,,,
 3461,SS,,,,,,,,,,
 3464,ST,,,,,,,,,,
 3467,SO,,,,,,,,,,
 3471,SC,,,,,,,,,,
 3481,SS,,,,,,,,,,
 3491,IC,,,,,,,,,,
 3496,IC,,,,,,,,,,
 3521,TT,,,,,,,,,,
 3530,TT,,,,,,,,,,
 3539,TT,,,,,,,,,,
 3566,TT,,,,,,,,,,
 3579,TT,,,,,,,,,,
 3585,TT,,,,,,,,,,
 3588,TT,,,,,,,,,,
 3591,TT,,,,,,,,,,
 3661,IC,,,,,,,,,,
 3685,TT,,,,,,,,,,
 3689,TT,,,,,,,,,,
 3693,TT,,,,,,,,,,
 3740,TT,,,,,,,,,,
 3757,IC,,,,,,,,,,
 3764,TT,,,,,,,,,,
 3769,SS,,,,,,,,,,
 3800,IC,,,,,,,,,,
 3838,SS,,,,,,,,,,
 3871,TT,,,,,,,,,,
 3872,TT,,,,,,,,,,
 3886,SO,,,,,,,,,,
 3900,IC,,,,,,,,,,
 3932,TT,,,,,,,,,,
 3936,SO,,,,,,,,,,
 3953,IC,,,,,,,,,,
 3986,TT,,,,,,,,,,
 4013,IC,,,,,,,,,,
 4016,TT,IC,,,,,,,,,
 4049,IC,,,,,,,,,,
 4054,SS,,,,,,,,,,
 4055,SS,,,,,,,,,,
 4067,SC,,,,,,,,,,
 4096,TT,IC,,,,,,,,,
 4106,TT,,,,,,,,,,
 4110,SS,,,,,,,,,,
 4123,SS,,,,,,,,,,
 4130,IC,,,,,,,,,,
 4139,TT,,,,,,,,,,
 4142,IC,,,,,,,,,,
 4170,SS,,,,,,,,,,
 4171,SS,,,,,,,,,,
 4253,TT,,,,,,,,,,
 4254,TT,,,,,,,,,,
 4278,TT,,,,,,,,,,
 4337,SS,,,,,,,,,,
 4350,IC,,,,,,,,,,
 4353,IC,,,,,,,,,,
 4356,IC,,,,,,,,,,
 4362,SS,,,,,,,,,,
 4400,SC,,,,,,,,,,
 4406,SS,,,,,,,,,,
 4408,SS,,,,,,,,,,
 4409,SS,,,,,,,,,,
 4410,SO,,,,,,,,,,
 4411,SO,,,,,,,,,,
 4413,SS,,,,,,,,,,
 4416,SS,,,,,,,,,,
 4445,IC,,,,,,,,,,
 4448,SO,,,,,,,,,,
 4449,TT,,,,,,,,,,
 4463,SS,,,,,,,,,,
 4467,SC,,,,,,,,,,
 4477,SO,,,,,,,,,,
 4478,SO,,,,,,,,,,
 4487,IC,,,,,,,,,,
 4504,IC,,,,,,,,,,
 4505,IC,,,,,,,,,,
 4514,TT,,,,,,,,,,
 4572,IC,,,,,,,,,,
 4582,IC,,,,,,,,,,
 4589,SC,,,,,,,,,,
 4596,IC,,,,,,,,,,
 4639,SS,,,,,,,,,,
 4663,IC,,,,,,,,,,
 4690,SO,,,,,,,,,,
 4692,IC,SO,,,,,,,,,
 4700,SS,,,,,,,,,,
 4708,IC,,,,,,,,,,
 4727,IC,,,,,,,,,,
 4760,IC,,,,,,,,,,
 4773,SC,,,,,,,,,,
 4774,SC,,,,,,,,,,
 4793,IC,,,,,,,,,,
 4819,SS,,,,,,,,,,
 4828,TT,,,,,,,,,,
 4854,IC,,,,,,,,,,
 4857,SS,,,,,,,,,,
 4863,SS,,,,,,,,,,
 4882,SS,,,,,,,,,,
 4888,SC,,,,,,,,,,
 4894,IC,,,,,,,,,,
 4940,SC,,,,,,,,,,
 4942,SS,,,,,,,,,,
 4943,SC,,,,,,,,,,
 4948,SS,,,,,,,,,,
 4957,CR,,,,,,,,,,
 4973,IC,,,,,,,,,,
 4994,SS,,,,,,,,,,
 4997,SS,,,,,,,,,,
 4999,SS,,,,,,,,,,
 5004,IC,,,,,,,,,,
 5024,IC,,,,,,,,,,
 5041,IC,,,,,,,,,,
 5052,IC,,,,,,,,,,
 5055,SS,,,,,,,,,,
 5060,SS,,,,,,,,,,
 5069,SS,,,,,,,,,,
 5071,SS,,,,,,,,,,
 5072,SO,,,,,,,,,,
 5074,SO,,,,,,,,,,
 5082,TT,,,,,,,,,,
 5086,TT,,,,,,,,,,
 5089,TT,,,,,,,,,,
 5106,TT,,,,,,,,,,
 5108,TT,,,,,,,,,,
 5121,TT,,,,,,,,,,
 5125,TT,,,,,,,,,,
 5126,TT,,,,,,,,,,
 5127,TT,,,,,,,,,,
 5155,TT,IC,,,,,,,,,
 5166,IC,,,,,,,,,,
 5174,TT,,,,,,,,,,
 5201,SO,,,,,,,,,,
 5203,SO,,,,,,,,,,
 5206,SC,,,,,,,,,,
 5215,ST,,,,,,,,,,
 5221,SS,,,,,,,,,,
 5224,SO,,,,,,,,,,
 5225,SO,,,,,,,,,,
 5227,SO,,,,,,,,,,
 5245,TT,,,,,,,,,,
 5263,IC,,,,,,,,,,
 5265,IC,,,,,,,,,,
 5280,SS,,,,,,,,,,
 5287,SO,,,,,,,,,,
 5302,TT,,,,,,,,,,
 5316,IC,,,,,,,,,,
 5318,SC,,,,,,,,,,
 5347,IC,,,,,,,,,,
 5379,SS,,,,,,,,,,
 5395,TT,,,,,,,,,,
 5396,FS,,,,,,,,,,
 5423,IC,,,,,,,,,,
 5424,IC,,,,,,,,,,
 5425,IC,,,,,,,,,,
 5442,IC,,,,,,,,,,
 5445,IC,CR,,,,,,,,,
 5466,SS,,,,,,,,,,
 5471,SS,,,,,,,,,,
 5485,IC,,,,,,,,,,
 5496,SO,,,,,,,,,,
 5501,SS,,,,,,,,,,
 5509,SS,,,,,,,,,,
 5575,TT,,,,,,,,,,
 5594,IC,,,,,,,,,,
 5621,ST,,,,,,,,,,
 5640,TT,IC,,,,,,,,,
 5643,TT,,,,,,,,,,
 5726,TT,,,,,,,,,,
 5727,TT,,,,,,,,,,
 5740,SO,,,,,,,,,,
 5751,SO,,,,,,,,,,
 5757,SC,,,,,,,,,,
 5765,IC,,,,,,,,,,
 5766,IC,,,,,,,,,,
 5771,IC,,,,,,,,,,
 5789,IC,,,,,,,,,,
 5792,CR,,,,,,,,,,
 5793,CR,,,,,,,,,,
 5799,SS,,,,,,,,,,
 5800,SS,,,,,,,,,,
 5801,IC,,,,,,,,,,
 5802,IC,,,,,,,,,,
 5806,SC,,,,,,,,,,
 5822,TT,,,,,,,,,,
 5832,TT,,,,,,,,,,
 5859,IC,,,,,,,,,,
 5866,SO,,,,,,,,,,
 5894,SS,,,,,,,,,,
 5895,ST,,,,,,,,,,
 5896,ST,,,,,,,,,,
 5897,ST,,,,,,,,,,
 5912,ST,,,,,,,,,,
 5935,SS,SO,,,,,,,,,
 5937,SO,,,,,,,,,,
 5952,SS,,,,,,,,,,
 5989,TT,,,,,,,,,,
 5996,SC,,,,,,,,,,
 5997,SC,,,,,,,,,,
 5999,IC,SC,,,,,,,,,
 6022,TT,,,,,,,,,,
 6034,SS,,,,,,,,,,
 6123,SS,,,,,,,,,,
 6171,IC,,,,,,,,,,
 6184,IC,,,,,,,,,,
 6190,FS,,,,,,,,,,
 6205,IC,,,,,,,,,,
 6221,TT,,,,,,,,,,
 6224,TT,,,,,,,,,,
 6227,TT,,,,,,,,,,
 6237,IC,,,,,,,,,,
 6243,IC,,,,,,,,,,
 6247,TT,,,,,,,,,,
 6323,TT,,,,,,,,,,
 6330,TT,,,,,,,,,,
 6332,IC,,,,,,,,,,
 6341,IC,,,,,,,,,,
 6347,IC,,,,,,,,,,
 6359,SC,,,,,,,,,,
 6374,CR,,,,,,,,,,
 6376,CR,,,,,,,,,,
 6385,FS,,,,,,,,,,
 6390,FS,,,,,,,,,,
 6396,SC,,,,,,,,,,
 6399,SC,,,,,,,,,,
 6407,SC,,,,,,,,,,
 6414,SO,,,,,,,,,,
 6416,SS,,,,,,,,,,
 6417,SO,,,,,,,,,,
 6427,SS,,,,,,,,,,
 6430,IC,SC,,,,,,,,,
 6432,SO,,,,,,,,,,
 6446,SO,,,,,,,,,,
 6447,SO,,,,,,,,,,
 6450,FS,,,,,,,,,,
 6489,TT,,,,,,,,,,
 6499,TT,,,,,,,,,,
 6506,TT,,,,,,,,,,
 6510,TT,,,,,,,,,,
 6530,TT,,,,,,,,,,
 6537,IC,,,,,,,,,,
 6545,SS,,,,,,,,,,
 6556,TT,,,,,,,,,,
 6582,ST,,,,,,,,,,
 6621,IC,,,,,,,,,,
 6640,SS,,,,,,,,,,
 6643,SS,,,,,,,,,,
 6665,IC,,,,,,,,,,
 6666,IC,,,,,,,,,,
 6674,FS,,,,,,,,,,
 6675,TT,,,,,,,,,,
 6702,FS,,,,,,,,,,
 6716,TT,,,,,,,,,,
 6743,IC,,,,,,,,,,
 6745,IC,,,,,,,,,,
 6747,SC,,,,,,,,,,
 6749,SC,,,,,,,,,,
 6750,SC,,,,,,,,,,
 6751,SC,,,,,,,,,,
 6754,SO,,,,,,,,,,
 6755,SO,,,,,,,,,,
 6756,SO,,,,,,,,,,
 6757,SO,,,,,,,,,,
 6758,SO,,,,,,,,,,
 6770,ST,,,,,,,,,,
 6771,ST,,,,,,,,,,
 6773,ST,,,,,,,,,,
 6788,ST,,,,,,,,,,
 6847,IC,,,,,,,,,,
 6851,IC,,,,,,,,,,
 6869,TT,,,,,,,,,,
 6877,SS,,,,,,,,,,
 6878,SS,,,,,,,,,,
 6917,TT,,,,,,,,,,
 6964,TT,,,,,,,,,,
 6966,TT,,,,,,,,,,
 7010,IC,,,,,,,,,,
 7037,IC,,,,,,,,,,
 7040,SS,,,,,,,,,,
 7085,SO,,,,,,,,,,
 7132,IC,,,,,,,,,,
 7144,SS,,,,,,,,,,
 7146,ST,,,,,,,,,,
 7147,SC,,,,,,,,,,
 7152,ST,,,,,,,,,,
 7159,SS,,,,,,,,,,
 7171,SS,,,,,,,,,,
 7183,SC,,,,,,,,,,
 7198,SC,,,,,,,,,,
 7244,IC,,,,,,,,,,
 7251,SC,,,,,,,,,,
 7276,SC,,,,,,,,,,
 7288,SC,,,,,,,,,,
 7303,SS,,,,,,,,,,
 7306,CR,,,,,,,,,,
 7308,SC,,,,,,,,,,
 7309,SC,,,,,,,,,,
 7330,IC,,,,,,,,,,
 7332,SS,,,,,,,,,,
 7336,SS,,,,,,,,,,
 7337,SC,,,,,,,,,,
 7339,SS,,,,,,,,,,
 7344,SS,,,,,,,,,,
 7349,SC,CR,,,,,,,,,
 7351,SC,,,,,,,,,,
 7355,SC,SO,,,,,,,,,
 7356,SS,,,,,,,,,,
 7361,SC,,,,,,,,,,
 7373,SO,,,,,,,,,,
 7407,SC,,,,,,,,,,
 7411,SC,SO,,,,,,,,,
 7418,SC,SO,,,,,,,,,
 7419,SS,SO,,,,,,,,,
 7421,ST,,,,,,,,,,
 7423,ST,,,,,,,,,,
 7431,ST,,,,,,,,,,
 7432,ST,,,,,,,,,,
 7437,IC,,,,,,,,,,
 7445,IC,,,,,,,,,,
 7455,TT,,,,,,,,,,
 7474,SC,,,,,,,,,,
 7482,CR,,,,,,,,,,
 7484,SC,,,,,,,,,,
 7485,SC,,,,,,,,,,
 7487,SS,,,,,,,,,,
 7499,IC,,,,,,,,,,
 7608,SS,,,,,,,,,,
 7615,SS,,,,,,,,,,
 7623,CR,,,,,,,,,,
 7626,CR,,,,,,,,,,
 7632,SS,,,,,,,,,,
 7634,IC,,,,,,,,,,
 7638,IC,CR,,,,,,,,,
 7639,SC,,,,,,,,,,
 7652,ST,,,,,,,,,,
 7661,SC,,,,,,,,,,
 7667,IC,,,,,,,,,,
 7680,ST,,,,,,,,,,
 7685,SO,,,,,,,,,,
 7694,ST,,,,,,,,,,
 7696,SS,,,,,,,,,,
 7703,SO,,,,,,,,,,
 7742,SC,CR,,,,,,,,,
 7743,SC,CR,,,,,,,,,
 7753,CR,,,,,,,,,,
 7761,SC,,,,,,,,,,
 7764,IC,,,,,,,,,,
 7768,ST,,,,,,,,,,
 7769,ST,,,,,,,,,,
 7770,ST,,,,,,,,,,
 7771,ST,,,,,,,,,,
 7774,ST,,,,,,,,,,
 7775,ST,,,,,,,,,,
 7777,ST,,,,,,,,,,
 7782,IC,,,,,,,,,,
 7783,IC,,,,,,,,,,
 7792,CR,,,,,,,,,,
 7810,IC,,,,,,,,,,
 7811,SS,,,,,,,,,,
 7842,SO,,,,,,,,,,
 7849,SC,,,,,,,,,,
 7864,IC,,,,,,,,,,
 7878,TT,,,,,,,,,,
 7885,IC,,,,,,,,,,
 7895,SS,,,,,,,,,,
 7911,SS,,,,,,,,,,
 7986,SS,,,,,,,,,,
 7993,IC,,,,,,,,,,
 7996,SO,,,,,,,,,,
 8032,SO,,,,,,,,,,
 8033,SO,,,,,,,,,,
 8034,ST,,,,,,,,,,
 8035,ST,,,,,,,,,,
 8036,ST,,,,,,,,,,
 8037,ST,,,,,,,,,,
 8038,ST,,,,,,,,,,
 8040,ST,,,,,,,,,,
 8044,SO,,,,,,,,,,
 8055,ST,,,,,,,,,,
 8057,ST,,,,,,,,,,
 8060,ST,,,,,,,,,,
 8061,ST,,,,,,,,,,
 8063,ST,,,,,,,,,,
 8098,IC,,,,,,,,,,
 8100,IC,,,,,,,,,,
 8104,ST,,,,,,,,,,
 8124,IC,,,,,,,,,,
 8152,SS,,,,,,,,,,
 8161,TT,,,,,,,,,,
 8196,SS,,,,,,,,,,
 8224,IC,,,,,,,,,,
 8247,ST,,,,,,,,,,
 8249,SC,CR,,,,,,,,,
 8251,SC,CR,,,,,,,,,
 8254,CR,,,,,,,,,,
 8267,SS,,,,,,,,,,
 8280,IC,,,,,,,,,,
 8301,SC,,,,,,,,,,
 8302,SO,,,,,,,,,,
 8304,SO,,,,,,,,,,
 8313,SC,,,,,,,,,,
 8314,SS,,,,,,,,,,
 8318,SS,,,,,,,,,,
 8320,CR,,,,,,,,,,
 8327,SC,,,,,,,,,,
 8350,TT,,,,,,,,,,
 8377,IC,,,,,,,,,,
 8417,ST,,,,,,,,,,
 8448,IC,,,,,,,,,,
 8449,IC,,,,,,,,,,
 8450,SC,,,,,,,,,,
 8451,ST,,,,,,,,,,
 8455,SS,SC,,,,,,,,,
 8460,SS,,,,,,,,,,
 8467,CR,,,,,,,,,,
 8468,SC,,,,,,,,,,
 8469,SC,CR,,,,,,,,,
 8470,CR,,,,,,,,,,
 8471,SC,,,,,,,,,,
 8472,SC,SO,,,,,,,,,
 8473,SC,SO,,,,,,,,,
 8474,SC,,,,,,,,,,
 8524,IC,,,,,,,,,,
 8530,TT,,,,,,,,,,
 8531,TT,,,,,,,,,,
 8535,SC,,,,,,,,,,
 8537,SC,,,,,,,,,,
 8545,ST,,,,,,,,,,
 8546,SO,,,,,,,,,,
 8552,ST,,,,,,,,,,
 8553,CR,,,,,,,,,,
